SNDR,Bw,Power,OSR,Adc,gm,Io,Vn
55.6770486088666,10000.0,0.0003744134144326,32,426.03705386488,0.0001573460143443,0.0001782921021107,3.62547413751929e-08
61.9201922313781,10000.0,0.0165342956828647,64,648.013232276188,3.07277576026924e-05,0.0078734741346974,6.20018799261916e-08
77.817763677564,10000.0,0.0011606798316928,128,17.9462466609691,0.0005195163834092,0.0005527046817584,4.39624219540414e-10
95.7673701379488,10000.0,0.0030877140748042,256,671.045104334328,0.0003576936737587,0.001470340035621,1.69466762118984e-08
55.5707270815646,10000.0,0.0101661578888357,512,183.957920872555,5.83762145906975e-05,0.0048410275661122,4.46888908096096e-11
53.9003928572942,10005.0688903953,0.0002199165745733,32,15.6704262557877,0.0001326543317307,0.0001047221783682,4.2798891438547596e-11
83.7908019184311,10005.0688903953,0.0131614750146026,128,124.097501680452,0.0001512609250866,0.0062673690545726,4.63076739296974e-08
58.1164892336072,10005.0688903953,0.0153241697548456,512,850.701248925188,1.29211610073269e-05,0.0072972236927836,4.08139354016727e-11
54.8707895824067,10010.1403501556,0.0004373456589722,32,20.6645600404997,6.62476753262704e-05,0.0002082598376058,4.79799718273882e-11
66.8521669391684,10010.1403501556,0.0003541424012767,64,873.344447624176,0.0001039510999186,0.0001686392387032,2.36108769336379e-11
53.628875325398,10015.2143805832,0.0023925225525389,32,19.2208538847068,0.0003747969479605,0.0011392964535899,1.54885498668044e-10
68.6266857835659,10015.2143805832,0.0004890862138143,64,69.7465235127821,6.09193462238738e-05,0.0002328981970544,9.24628682337362e-10
83.6847260366798,10015.2143805832,0.0040996507250425,128,678.376899087228,0.0004373199021127,0.0019522146309726,1.53046101163034e-08
100.971205444794,10015.2143805832,0.0015229366584279,256,384.073779483113,0.0004237600976046,0.0007252079325847,1.03583011387734e-10
55.7169311584573,10020.2909829813,0.0013074760408787,32,204.871429761546,0.000121027575371,0.0006226076385136,1.89092412067639e-10
76.8775400453708,10020.2909829813,0.0060046320284685,128,499.181649433033,7.09598028026472e-05,0.002859348584985,5.701643298440681e-10
